#Database;https://pomber.github.io/covid19/timeseries.json
#tld;Name;Name_DE;EW;21-02-04 07:12
#Datum;Conf;Dead;Reco
de;Germany;Deutschland;83517046
20-5-23;179986;8261
20-5-24;180328;8283
20-5-25;180600;8309
20-5-26;181200;8372
20-5-27;181524;8428
20-5-28;182196;8470
20-5-29;182922;8504
20-5-30;183189;8530
20-5-31;183410;8540
20-6-1;183594;8555
20-6-2;183879;8563
20-6-3;184121;8602
20-6-4;184472;8635
20-6-5;184924;8658
20-6-6;185450;8673
20-6-7;185750;8685
20-6-8;186109;8695
20-6-9;186506;8736
20-6-10;186522;8752
20-6-11;186691;8772
20-6-12;187226;8783
20-6-13;187267;8793
20-6-14;187518;8801
20-6-15;187682;8807
20-6-16;188252;8820
20-6-17;188604;8851
20-6-18;189817;8875
20-6-19;190299;8887
20-6-20;190670;8895
20-6-21;191272;8895
20-6-22;191768;8899
20-6-23;192480;8914
20-6-24;192871;8928
20-6-25;193371;8940
20-6-26;194036;8965
20-6-27;194458;8968
20-6-28;194693;8968
20-6-29;195042;8976
20-6-30;195418;8990
20-7-1;195893;8995
20-7-2;196370;9006
20-7-3;196780;9010
20-7-4;197198;9020
20-7-5;197523;9023
20-7-6;198064;9022
20-7-7;198343;9032
20-7-8;198699;9046
20-7-9;199001;9057
20-7-10;199332;9063
20-7-11;199709;9070
20-7-12;199919;9071
20-7-13;200180;9074
20-7-14;200456;9078
20-7-15;200890;9080
20-7-16;201450;9087
20-7-17;202045;9088
20-7-18;202426;9091
20-7-19;202735;9092
20-7-20;203325;9094
20-7-21;203717;9099
20-7-22;204276;9102
20-7-23;204881;9110
20-7-24;205623;9120
20-7-25;206278;9124
20-7-26;206667;9124
20-7-27;207112;9125
20-7-28;207707;9131
20-7-29;208546;9135
20-7-30;209535;9144
20-7-31;210399;9147
20-8-1;211005;9154
20-8-2;211220;9154
20-8-3;212111;9154
20-8-4;212828;9163
20-8-5;214113;9179
20-8-6;215039;9181
20-8-7;216196;9195
20-8-8;216903;9201
20-8-9;217288;9202
20-8-10;218508;9203
20-8-11;219540;9208
20-8-12;220859;9213
20-8-13;222281;9217
20-8-14;223791;9230
20-8-15;224488;9235
20-8-16;225007;9235
20-8-17;226700;9236
20-8-18;228120;9241
20-8-19;229706;9249
20-8-20;231292;9263
20-8-21;233029;9266
20-8-22;233861;9272
20-8-23;234494;9275
20-8-24;236122;9276
20-8-25;237583;9281
20-8-26;239010;9285
20-8-27;240571;9290
20-8-28;242126;9290
20-8-29;242835;9299
20-8-30;243305;9300
20-8-31;244802;9303
20-9-1;246015;9307
20-9-2;247411;9322
20-9-3;248840;9322
20-9-4;250283;9327
20-9-5;251058;9329
20-9-6;251728;9330
20-9-7;253626;9331
20-9-8;254957;9336
20-9-9;256433;9342
20-9-10;258149;9345
20-9-11;259735;9348
20-9-12;260817;9352
20-9-13;261737;9354
20-9-14;263222;9356
20-9-15;265014;9367
20-9-16;266869;9373
20-9-17;269048;9376
20-9-18;271247;9386
20-9-19;272932;9388
20-9-20;273965;9390
20-9-21;275560;9390
20-9-22;277412;9405
20-9-23;279025;9423
20-9-24;281346;9436
20-9-25;283712;9451
20-9-26;285026;9459
20-9-27;286339;9464
20-9-28;288631;9468
20-9-29;290471;9483
20-9-30;292913;9495
20-10-1;295539;9509
20-10-2;298374;9518
20-10-3;300027;9531
20-10-4;301573;9533
20-10-5;304673;9554
20-10-6;307127;9566
20-10-7;311137;9582
20-10-8;315941;9594
20-10-9;320495;9599
20-10-10;323463;9620
20-10-11;326309;9626
20-10-12;332850;9640
20-10-13;337314;9682
20-10-14;344487;9716
20-10-15;352107;9739
20-10-16;359802;9773
20-10-17;364664;9785
20-10-18;368671;9798
20-10-19;377068;9842
20-10-20;385591;9882
20-10-21;397922;9911
20-10-22;403874;9960
20-10-23;417350;9978
20-10-24;427808;10035
20-10-25;437698;10062
20-10-26;450258;10091
20-10-27;463419;10121
20-10-28;479621;10218
20-10-29;498354;10305
20-10-30;517736;10391
20-10-31;531790;10483
20-11-1;544346;10513
20-11-2;569598;10669
20-11-3;577131;10717
20-11-4;608611;10949
20-11-5;631172;11110
20-11-6;653992;11240
20-11-7;668114;11306
20-11-8;682624;11372
20-11-9;689146;11408
20-11-10;715693;11781
20-11-11;738094;11994
20-11-12;762832;12216
20-11-13;785093;12404
20-11-14;799733;12511
20-11-15;802946;12573
20-11-16;817526;12833
20-11-17;843757;13138
20-11-18;867484;13390
20-11-19;891525;13662
20-11-20;914118;13918
20-11-21;927990;14061
20-11-22;932367;14159
20-11-23;946822;14460
20-11-24;963192;14832
20-11-25;995879;15210
20-11-26;1017830;15640
20-11-27;1038649;16011
20-11-28;1052494;16181
20-11-29;1055691;16306
20-11-30;1069912;16694
20-12-1;1094678;17177
20-12-2;1117953;17659
20-12-3;1141544;18097
20-12-4;1157514;18577
20-12-5;1183640;18839
20-12-6;1194550;18989
20-12-7;1200006;19434
20-12-8;1229269;20002
20-12-9;1254358;20460
20-12-10;1287092;21064
20-12-11;1314309;21567
20-12-12;1336101;21900
20-12-13;1350810;22106
20-12-14;1357261;22634
20-12-15;1391086;23544
20-12-16;1423830;24273
20-12-17;1454009;25027
20-12-18;1486839;25754
20-12-19;1508518;26171
20-12-20;1514962;26400
20-12-21;1534218;27110
20-12-22;1570371;28096
20-12-23;1604129;28909
20-12-24;1630596;29330
20-12-25;1632736;29580
20-12-26;1646240;29946
20-12-27;1658639;30297
20-12-28;1672643;31145
20-12-29;1692109;32267
20-12-30;1741153;33230
20-12-31;1760520;33791
21-1-1;1762637;34145
21-1-2;1773540;34480
21-1-3;1783896;34791
21-1-4;1796216;35748
21-1-5;1814565;36757
21-1-6;1841228;37835
21-1-7;1886561;38987
21-1-8;1905638;40022
21-1-9;1928462;40597
21-1-10;1929410;40936
21-1-11;1941116;41799
21-1-12;1968326;42889
21-1-13;1993892;44096
21-1-14;2015235;45207
21-1-15;2023828;45705
21-1-16;2038645;46464
21-1-17;2050129;46901
21-1-18;2059382;47263
21-1-19;2071615;48997
21-1-20;2100618;50010
21-1-21;2108895;50876
21-1-22;2125261;51713
21-1-23;2137691;51873
21-1-24;2147769;52296
21-1-25;2154656;53127
21-1-26;2164043;53619
21-1-27;2179679;54498
21-1-28;2194562;55883
21-1-29;2207393;56286
21-1-30;2224911;57105
21-1-31;2225659;57163
21-2-1;2232327;58059
21-2-2;2240017;58992
il;Israel;Israel;8519373
20-1-22;0;0
20-1-23;0;0
20-1-24;0;0
20-1-25;0;0
20-1-26;0;0
20-1-27;0;0
20-1-28;0;0
20-1-29;0;0
20-1-30;0;0
20-1-31;0;0
20-2-1;0;0
20-2-2;0;0
20-2-3;0;0
20-2-4;0;0
20-2-5;0;0
20-2-6;0;0
20-2-7;0;0
20-2-8;0;0
20-2-9;0;0
20-2-10;0;0
20-2-11;0;0
20-2-12;0;0
20-2-13;0;0
20-2-14;0;0
20-2-15;0;0
20-2-16;0;0
20-2-17;0;0
20-2-18;0;0
20-2-19;0;0
20-2-20;0;0
20-2-21;1;0
20-2-22;1;0
20-2-23;1;0
20-2-24;1;0
20-2-25;1;0
20-2-26;2;0
20-2-27;3;0
20-2-28;6;0
20-2-29;6;0
20-3-1;7;0
20-3-2;12;0
20-3-3;15;0
20-3-4;15;0
20-3-5;21;0
20-3-6;37;0
20-3-7;47;0
20-3-8;56;0
20-3-9;60;0
20-3-10;88;0
20-3-11;60;0
20-3-12;81;0
20-3-13;112;0
20-3-14;138;0
20-3-15;177;0
20-3-16;251;0
20-3-17;295;0
20-3-18;371;0
20-3-19;386;0
20-3-20;628;1
20-3-21;843;1
20-3-22;1080;1
20-3-23;1249;1
20-3-24;1351;4
20-3-25;2468;5
20-3-26;2988;10
20-3-27;3421;12
20-3-28;3901;13
20-3-29;4433;16
20-3-30;4979;17
20-3-31;5717;21
20-4-1;6413;29
20-4-2;7132;38
20-4-3;7729;43
20-4-4;8157;49
20-4-5;8740;56
20-4-6;9191;64
20-4-7;9568;72
20-4-8;9906;80
20-4-9;10249;89
20-4-10;10607;97
20-4-11;10952;103
20-4-12;11504;109
20-4-13;11942;118
20-4-14;12341;126
20-4-15;12652;139
20-4-16;12948;146
20-4-17;13246;155
20-4-18;13537;166
20-4-19;13813;174
20-4-20;14112;180
20-4-21;14394;189
20-4-22;14619;192
20-4-23;14895;196
20-4-24;15143;199
20-4-25;15302;202
20-4-26;15385;204
20-4-27;15513;208
20-4-28;15672;213
20-4-29;15754;219
20-4-30;15896;225
20-5-1;16012;229
20-5-2;16069;232
20-5-3;16096;235
20-5-4;16149;238
20-5-5;16181;240
20-5-6;16246;241
20-5-7;16307;242
20-5-8;16340;248
20-5-9;16359;251
20-5-10;16388;255
20-5-11;16427;260
20-5-12;16450;263
20-5-13;16489;266
20-5-14;16511;268
20-5-15;16523;268
20-5-16;16528;271
20-5-17;16543;275
20-5-18;16570;278
20-5-19;16592;280
20-5-20;16607;281
20-5-21;16624;281
20-5-22;16643;281
20-5-23;16648;281
20-5-24;16661;282
20-5-25;16683;284
20-5-26;16733;284
20-5-27;16773;286
20-5-28;16850;287
20-5-29;16963;287
20-5-30;16992;287
20-5-31;17079;287
20-6-1;17179;290
20-6-2;17300;292
20-6-3;17397;293
20-6-4;17539;293
20-6-5;17666;294
20-6-6;17744;298
20-6-7;17884;300
20-6-8;18063;300
20-6-9;18236;301
20-6-10;18476;302
20-6-11;18667;302
20-6-12;18851;302
20-6-13;19000;303
20-6-14;19136;305
20-6-15;19334;305
20-6-16;19634;306
20-6-17;19905;306
20-6-18;20207;306
20-6-19;20517;307
20-6-20;20676;308
20-6-21;20849;308
20-6-22;21194;309
20-6-23;21645;311
20-6-24;22132;314
20-6-25;22648;318
20-6-26;23112;321
20-6-27;23510;324
20-6-28;23895;326
20-6-29;24652;326
20-6-30;25438;327
20-7-1;26410;330
20-7-2;27556;331
20-7-3;28495;334
20-7-4;29316;339
20-7-5;30147;341
20-7-6;31281;349
20-7-7;32671;354
20-7-8;33998;359
20-7-9;35523;364
20-7-10;36932;368
20-7-11;38100;373
20-7-12;39338;380
20-7-13;41058;384
20-7-14;42662;391
20-7-15;44539;397
20-7-16;46478;406
20-7-17;48083;418
20-7-18;49531;426
20-7-19;50547;436
20-7-20;52434;448
20-7-21;54440;457
20-7-22;56484;463
20-7-23;58474;479
20-7-24;60304;487
20-7-25;61416;494
20-7-26;62458;505
20-7-27;64506;512
20-7-28;66631;520
20-7-29;68585;535
20-7-30;70372;550
20-7-31;71734;564
20-8-1;72359;578
20-8-2;73067;589
20-8-3;74867;604
20-8-4;76596;615
20-8-5;78286;625
20-8-6;79963;634
20-8-7;81727;646
20-8-8;82481;659
20-8-9;83405;666
20-8-10;85109;681
20-8-11;86932;692
20-8-12;88554;707
20-8-13;90197;723
20-8-14;91585;735
20-8-15;92342;745
20-8-16;93410;764
20-8-17;95060;768
20-8-18;96709;782
20-8-19;98349;794
20-8-20;99836;806
20-8-21;101329;819
20-8-22;102040;829
20-8-23;103005;842
20-8-24;104905;858
20-8-25;106861;877
20-8-26;108814;888
20-8-27;110885;899
20-8-28;112717;911
20-8-29;113627;916
20-8-30;114728;930
20-8-31;116906;953
20-9-1;119158;968
20-9-2;122351;982
20-9-3;125012;998
20-9-4;127635;1010
20-9-5;129140;1025
20-9-6;131317;1037
20-9-7;134705;1054
20-9-8;138194;1074
20-9-9;142190;1089
20-9-10;146351;1103
20-9-11;150326;1123
20-9-12;153045;1138
20-9-13;156220;1155
20-9-14;161025;1175
20-9-15;166564;1191
20-9-16;171138;1217
20-9-17;176523;1235
20-9-18;181863;1255
20-9-19;185672;1282
20-9-20;188251;1303
20-9-21;192117;1334
20-9-22;199138;1360
20-9-23;206263;1385
20-9-24;214497;1416
20-9-25;222887;1446
20-9-26;228769;1471
20-9-27;232183;1503
20-9-28;233342;1532
20-9-29;238333;1567
20-9-30;247411;1604
20-10-1;255142;1650
20-10-2;262200;1675
20-10-3;264793;1712
20-10-4;267730;1748
20-10-5;273451;1775
20-10-6;278175;1820
20-10-7;282340;1846
20-10-8;286095;1893
20-10-9;289058;1933
20-10-10;289974;1968
20-10-11;291620;2014
20-10-12;294789;2044
20-10-13;297125;2082
20-10-14;299242;2117
20-10-15;300854;2148
20-10-16;302354;2182
20-10-17;302765;2214
20-10-18;303687;2247
20-10-19;305204;2278
20-10-20;306397;2298
20-10-21;307569;2323
20-10-22;308601;2352
20-10-23;309450;2378
20-10-24;309696;2405
20-10-25;310303;2440
20-10-26;311187;2468
20-10-27;312074;2496
20-10-28;312797;2506
20-10-29;313441;2525
20-10-30;314121;2536
20-10-31;314349;2561
20-11-1;315007;2580
20-11-2;315795;2596
20-11-3;316641;2622
20-11-4;317410;2639
20-11-5;317980;2652
20-11-6;318671;2668
20-11-7;318883;2676
20-11-8;319417;2683
20-11-9;320136;2689
20-11-10;320811;2699
20-11-11;321574;2706
20-11-12;322410;2718
20-11-13;323171;2723
20-11-14;323463;2735
20-11-15;324088;2744
20-11-16;324961;2751
20-11-17;325790;2763
20-11-18;326585;2770
20-11-19;327355;2778
20-11-20;328129;2784
20-11-21;328551;2796
20-11-22;329316;2813
20-11-23;330275;2820
20-11-24;331132;2826
20-11-25;332211;2831
20-11-26;333296;2840
20-11-27;334328;2846
20-11-28;334908;2856
20-11-29;335933;2864
20-11-30;337191;2872
20-12-1;338389;2882
20-12-2;339968;2886
20-12-3;341406;2895
20-12-4;342101;2896
20-12-5;343826;2909
20-12-6;344906;2917
20-12-7;346797;2924
20-12-8;348285;2932
20-12-9;350271;2934
20-12-10;352397;2961
20-12-11;353269;2969
20-12-12;355786;2983
20-12-13;357176;2999
20-12-14;359506;3004
20-12-15;360630;3014
20-12-16;365042;3034
20-12-17;367975;3050
20-12-18;370152;3057
20-12-19;372886;3074
20-12-20;374760;3099
20-12-21;378259;3111
20-12-22;382487;3136
20-12-23;385022;3150
20-12-24;389678;3171
20-12-25;394391;3186
20-12-26;398664;3210
20-12-27;401470;3226
20-12-28;407285;3256
20-12-29;412398;3292
20-12-30;416584;3307
20-12-31;423262;3325
21-1-1;428510;3356
21-1-2;434799;3392
21-1-3;441542;3416
21-1-4;448173;3445
21-1-5;456139;3496
21-1-6;463448;3529
21-1-7;471048;3552
21-1-8;477357;3596
21-1-9;485434;3645
21-1-10;491319;3671
21-1-11;501073;3704
21-1-12;510063;3771
21-1-13;520060;3817
21-1-14;529814;3870
21-1-15;535049;3910
21-1-16;543499;3959
21-1-17;551689;4005
21-1-18;558249;4044
21-1-19;565629;4080
21-1-20;575842;4181
21-1-21;582869;4245
21-1-22;589028;4266
21-1-23;593961;4341
21-1-24;597403;4419
21-1-25;613340;4498
21-1-26;617168;4513
21-1-27;621590;4605
21-1-28;628895;4669
21-1-29;633991;4700
21-1-30;638789;4738
21-1-31;643435;4796
21-2-1;652246;4816
21-2-2;659978;4887
